Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"G Renieris, DE Droggiti, K Katrini, P Koufargyris…","Host cystathionine-γ lyase derived hydrogen sulfide protects against Pseudomonas aeruginosa sepsis",2021,"PLoS …","journals.plos.org","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009473","https://scholar.google.com/scholar?cites=10732740882479817808&as_sdt=2005&sciodt=2007&hl=en",9,"2022-06-30 09:39:10","HTML","","","",,,,,4,4.00,1,5,1,"Hydrogen sulfide (H2S) has recently been recognized as a novel gaseous transmitter with several anti-inflammatory properties. The role of host- derived H2S in infections by …","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009473","https://scholar.google.com/scholar?q=related:UKSF1vda8pQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"R Alonso-Monge, MS Gresnigt, E Román…","Candida albicans colonization of the gastrointestinal tract: A double-edged sword",2021,"PLoS …","journals.plos.org","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009710","https://scholar.google.com/scholar?cites=12263988811657461699&as_sdt=2005&sciodt=2007&hl=en",29,"2022-06-30 09:39:10","HTML","","","",,,,,5,5.00,1,4,1,"Candida albicans is not only a common commensal of the vaginal and gastrointestinal tract (GIT) of humans, but also an important cause of infections worldwide and is therefore …","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009710","https://scholar.google.com/scholar?q=related:wz81yNhwMqoJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"M Pekmezovic, AK Kaune, S Austermeier…","Human albumin enhances the pathogenic potential of Candida glabrata on vaginal epithelial cells",2021,"PLoS …","journals.plos.org","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1010037","",58,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,4,1,"The opportunistic pathogen Candida glabrata is the second most frequent causative agent of vulvovaginal candidiasis (VVC), a disease that affects 70–75% of women at least once …","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1010037","https://scholar.google.com/scholar?q=related:zgXBfTlzCW0J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"L Mielke, M Taubert, S Cesarz, L Ruess, K Küsel…","Nematode grazing increases the allocation of plant-derived carbon to soil bacteria and saprophytic fungi, and activates bacterial species of the rhizosphere",2022,"Pedobiologia","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031405621000810","https://scholar.google.com/scholar?cites=6444987219381033317&as_sdt=2005&sciodt=2007&hl=en",108,"2022-06-30 09:39:10","HTML","","","",,,,,1,1.00,0,6,1,"Microbially driven soil processes are crucial for ecosystem functions such as soil carbon storage and nutrient cycling. The functioning of the microbial community, in turn, largely …","https://www.sciencedirect.com/science/article/pii/S0031405621000810","https://scholar.google.com/scholar?q=related:ZZkjoboxcVkJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
19,"M Borry, B Cordova, A Perri, M Wibowo, TP Honap…","CoproID predicts the source of coprolites and paleofeces using microbiome composition and host DNA content",2020,"PeerJ","peerj.com","https://peerj.com/articles/9001/?ref=https://githubhelp.com","https://scholar.google.com/scholar?cites=15422213888758376662&as_sdt=2005&sciodt=2007&hl=en",23,"2022-06-30 09:39:10","HTML","","","",,,,,19,9.50,3,6,2,"Licence This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, reproduction and adaptation …","https://peerj.com/articles/9001/?ref=https://githubhelp.com","https://scholar.google.com/scholar?q=related:1uiJSdK1BtYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"M Borry, A Hübner, AB Rohrlach, C Warinner","PyDamage: automated ancient damage identification and estimation for contigs in ancient DNA de novo assembly",2021,"PeerJ","peerj.com","https://peerj.com/articles/11845/","https://scholar.google.com/scholar?cites=20338429803321015&as_sdt=2005&sciodt=2007&hl=en",134,"2022-06-30 09:39:10","HTML","","","",,,,,5,5.00,1,4,1,"DNA de novo assembly can be used to reconstruct longer stretches of DNA (contigs), including genes and even genomes, from short DNA sequencing reads. Applying this technique to …","https://peerj.com/articles/11845/","https://scholar.google.com/scholar?q=related:t1a3s7FBSAAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"A Marfil-Sánchez, B Seelbinder, Y Ni, J Varga, J Berta…","Gut microbiome functionality might be associated with exercise tolerance and recurrence of resected early-stage lung cancer patients",2021,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259898","",4,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,6,1,"Impaired exercise tolerance and lung function is a marker for increased mortality in lung cancer patients undergoing lung resection surgery. Recent data suggest that the gut-lung axis …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259898","https://scholar.google.com/scholar?q=related:pvFsUCEzEKEJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"S Zhang, R Mukherji, S Chowdhury…","Lipopeptide-mediated bacterial interaction enables cooperative predator defense",2021,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.2013759118","https://scholar.google.com/scholar?cites=2353173971165081508&as_sdt=2005&sciodt=2007&hl=en",10,"2022-06-30 09:39:10","","10.1073/pnas.2013759118","","",,,,,4,4.00,1,4,1,"Bacteria are inherently social organisms whose actions should ideally be studied within an interactive ecological context. We show that the exchange and modification of natural …","https://www.pnas.org/doi/full/10.1073/pnas.2013759118","https://scholar.google.com/scholar?q=related:pG_9VUInqCAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
30,"JA Fellows Yates, IM Velsko, F Aron…","The evolution and changing ecology of the African hominid oral microbiome",2021,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.2021655118","https://scholar.google.com/scholar?cites=12540471595552186879&as_sdt=2005&sciodt=2007&hl=en",21,"2022-06-30 09:39:10","","10.1073/pnas.2021655118","","",,,,,30,30.00,8,4,1,"The oral microbiome plays key roles in human biology, health, and disease, but little is known about the global diversity, variation, or evolution of this microbial community. To better …","https://www.pnas.org/doi/full/10.1073/pnas.2021655118","https://scholar.google.com/scholar?q=related:_6HDUHm0CK4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"M Huber, KS Fröhlich, J Radmer…","Switching fatty acid metabolism by an RNA-controlled feed forward loop",2020,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.1920753117","https://scholar.google.com/scholar?cites=9454322602086985978&as_sdt=2005&sciodt=2007&hl=en",52,"2022-06-30 09:39:10","","10.1073/pnas.1920753117","","",,,,,12,6.00,3,4,2,"Hfq (host factor for phage Q beta) is key for posttranscriptional gene regulation in many bacteria. Hfq’s function is to stabilize sRNAs and to facilitate base-pairing with trans-encoded …","https://www.pnas.org/doi/pdf/10.1073/pnas.1920753117","https://scholar.google.com/scholar?q=related:-nBXwVCANIMJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"DC Salazar García, IM Velsko, F Aron…","The evolution and changing ecology of the African hominid oral microbiome",2021,"Proceedings of the …","roderic.uv.es","https://roderic.uv.es/handle/10550/80147","",57,"2022-06-30 09:39:10","","","","",,,,,0,0.00,0,4,1,"The oral microbiome plays key roles in human biology, health, and disease, but little is known about the global diversity, variation, or evolution of this microbial community. To better …","https://roderic.uv.es/bitstream/handle/10550/80147/147550.pdf?sequence=1","https://scholar.google.com/scholar?q=related:qkm2lsGg_6gJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"E Jentho, C Ruiz-Moreno…","Trained innate immunity, long-lasting epigenetic modulation, and skewed myelopoiesis by heme",2021,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.2102698118","https://scholar.google.com/scholar?cites=17297918515585234146&as_sdt=2005&sciodt=2007&hl=en",89,"2022-06-30 09:39:10","","10.1073/pnas.2102698118","","",,,,,5,5.00,2,3,1,"Trained immunity defines long-lasting adaptations of innate immunity based on transcriptional and epigenetic modifications of myeloid cells and their bone marrow progenitors [M. …","https://www.pnas.org/doi/full/10.1073/pnas.2102698118","https://scholar.google.com/scholar?q=related:4jQc2z2NDvAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"A Andrades Valtueña, GU Neumann…","Stone Age Yersinia pestis genomes shed light on the early evolution, diversity, and ecology of plague",2022,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.2116722119","https://scholar.google.com/scholar?cites=4533065662571974295&as_sdt=2005&sciodt=2007&hl=en",138,"2022-06-30 09:39:10","","10.1073/pnas.2116722119","","",,,,,2,2.00,1,3,1,"The bacterial pathogen Yersinia pestis gave rise to devastating outbreaks throughout human history, and ancient DNA evidence has shown it afflicted human populations as far back as …","https://www.pnas.org/doi/full/10.1073/pnas.2116722119","https://scholar.google.com/scholar?q=related:l44f8TOv6D4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"MKC Krespach, MC Stroe, M Flak…","Bacterial marginolactones trigger formation of algal gloeocapsoids, protective aggregates on the verge of multicellularity",2021,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.2100892118","https://scholar.google.com/scholar?cites=18338503263591406105&as_sdt=2005&sciodt=2007&hl=en",161,"2022-06-30 09:39:10","","10.1073/pnas.2100892118","","",,,,,1,1.00,0,4,1,"Photosynthetic microorganisms including the green alga Chlamydomonas reinhardtii are essential to terrestrial habitats as they start the carbon cycle by conversion of CO 2 to energy-…","https://www.pnas.org/doi/full/10.1073/pnas.2100892118","https://scholar.google.com/scholar?q=related:GRq1go5zf_4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"S Liening, J Fischer, H Jagusch, G Pohnert…","12-Oxo-10-glutathionyl-5, 8, 14-eicosatrienoic acid (TOG10), a novel glutathione-containing eicosanoid generated via the 12-lipoxygenase pathway in human …",2021,"Prostaglandins & Other …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1098882320300733","https://scholar.google.com/scholar?cites=15539324311971351354&as_sdt=2005&sciodt=2007&hl=en",140,"2022-06-30 09:39:10","HTML","","","",,,,,1,1.00,0,5,1,"Biologically active glutathione (GSH) conjugates of oxygenated fatty acids comprise a group of pro- and anti-inflammatory lipid mediators. While arachidonic acid (AA)-derived …","https://www.sciencedirect.com/science/article/pii/S1098882320300733","https://scholar.google.com/scholar?q=related:OsukgCHFptcJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"F Schalk, J Fricke, S Um, BH Conlon, H Maus…","GNPS-guided discovery of xylacremolide C and D, evaluation of their putative biosynthetic origin and bioactivity studies of xylacremolide A and B",2021,"RSC …","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra00997d","",78,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,6,1,"Targeted HRMS2-GNPS-based metabolomic analysis of Pseudoxylaria sp. X187, a fungal antagonist of the fungus-growing termite symbiosis, resulted in the identification of two …","https://pubs.rsc.org/en/content/articlehtml/2021/ra/d1ra00997d","https://scholar.google.com/scholar?q=related:h6tiFJMllXUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"H Leung, X Long, Y Ni, L Qian, E Nychas…","Risk assessment with gut microbiome and metabolite markers in NAFLD development",2022,"Science Translational …","science.org","https://www.science.org/doi/abs/10.1126/scitranslmed.abk0855","",142,"2022-06-30 09:39:10","","10.1126/scitranslmed.abk0855","","",,,,,0,0.00,0,6,1,"A growing body of evidence suggests interplay between the gut microbiota and the pathogenesis of nonalcoholic fatty liver disease (NAFLD). However, the role of the gut microbiome in …","https://www.science.org/doi/full/10.1126/scitranslmed.abk0855","https://scholar.google.com/scholar?q=related:sOwRWv_tCuQJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
8,"T Helk, E Berger, S Jamnuch, L Hoffmann…","Table-top extreme ultraviolet second harmonic generation",2021,"Science …","science.org","https://www.science.org/doi/abs/10.1126/sciadv.abe2265","https://scholar.google.com/scholar?cites=3252512485088550951&as_sdt=2005&sciodt=2007&hl=en",19,"2022-06-30 09:39:10","","10.1126/sciadv.abe2265","","",,,,,8,8.00,2,5,1,"The lack of available table-top extreme ultraviolet (XUV) sources with high enough fluxes and coherence properties has limited the availability of nonlinear XUV and x-ray …","https://www.science.org/doi/full/10.1126/sciadv.abe2265","https://scholar.google.com/scholar?q=related:J-A5Zd8-Iy0J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
3,"JA Fellows Yates, A Andrades Valtueña, ÅJ Vågene…","Community-curated and standardised metadata of published ancient metagenomic samples with AncientMetagenomeDir",2021,"Scientific Data","nature.com","https://www.nature.com/articles/s41597-021-00816-y","https://scholar.google.com/scholar?cites=4018595512992394316&as_sdt=2005&sciodt=2007&hl=en",162,"2022-06-30 09:39:10","HTML","","","",,,,,3,3.00,1,4,1,"Ancient DNA and RNA are valuable data sources for a wide range of disciplines. Within the field of ancient metagenomics, the number of published genetic datasets has risen …","https://www.nature.com/articles/s41597-021-00816-y","https://scholar.google.com/scholar?q=related:TOzj31PrxDcJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"C Kuhlisch, J Althammer, AF Sazhin, HH Jakobsen…","Metabolomics-derived marker metabolites to characterize Phaeocystis pouchetii physiology in natural plankton communities",2020,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-020-77169-w","https://scholar.google.com/scholar?cites=5720549926265684740&as_sdt=2005&sciodt=2007&hl=en",115,"2022-06-30 09:39:10","HTML","","","",,,,,5,2.50,1,5,2,"Phaeocystis pouchetii (Hariot) Lagerheim, 1893 regularly dominates phytoplankton blooms in higher latitudes spanning from the English Channel to the Arctic. Through zooplankton …","https://www.nature.com/articles/s41598-020-77169-w","https://scholar.google.com/scholar?q=related:BAP0Ytl5Y08J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"SA Schroeter, D Eveillard, S Chaffron, J Zoppi…","Microbial community functioning during plant litter decomposition",2022,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-022-11485-1","",136,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,5,1,"Microbial life in soil is fueled by dissolved organic matter (DOM) that leaches from the litter layer. It is well known that decomposer communities adapt to the available litter source, but it …","https://www.nature.com/articles/s41598-022-11485-1","https://scholar.google.com/scholar?q=related:-wC6_i3lL4AJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"JAF Yates, AA Valtueña, ÅJ Vågene, B Cribdon…","Community-curated and standardised metadata of published ancient metagenomic samples with AncientMetagenomeDir",2021,"Scientific …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7838265/","https://scholar.google.com/scholar?cites=12735675541076913851&as_sdt=2005&sciodt=2007&hl=en",117,"2022-06-30 09:39:10","HTML","","","",,,,,4,4.00,1,5,1,"Ancient DNA and RNA are valuable data sources for a wide range of disciplines. Within the field of ancient metagenomics, the number of published genetic datasets has risen …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7838265/","https://scholar.google.com/scholar?q=related:uy6FmG01vrAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"R Akinyede, M Taubert, M Schrumpf…","Dark CO2 fixation in temperate beech and pine forest soils",2022,"Soil Biology and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0038071721004004","https://scholar.google.com/scholar?cites=5460920298079295632&as_sdt=2005&sciodt=2007&hl=en",113,"2022-06-30 09:39:10","HTML","","","",,,,,2,2.00,1,4,1,"Soils are the largest terrestrial organic carbon pool and the largest terrestrial source of atmospheric CO 2 . Non-phototrophic CO 2 fixation by microbes re-fixes and recycles CO 2 …","https://www.sciencedirect.com/science/article/pii/S0038071721004004","https://scholar.google.com/scholar?q=related:kJi88RMWyUsJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
3,"K Venkat, M Hoyos, JRJ Haycocks, L Cassidy…","A dual‐function RNA balances carbon uptake and central metabolism in Vibrio cholerae",2021,"The EMBO …","embopress.org","https://www.embopress.org/doi/abs/10.15252/embj.2021108542","https://scholar.google.com/scholar?cites=9117421587145973554&as_sdt=2005&sciodt=2007&hl=en",72,"2022-06-30 09:39:10","","10.15252/embj.2021108542","","",,,,,3,3.00,1,5,1,"Bacterial small RNAs (sRNAs) are well known to modulate gene expression by base pairing with trans‐encoded transcripts and are typically non‐coding. However, several sRNAs have …","https://www.embopress.org/doi/full/10.15252/embj.2021108542","https://scholar.google.com/scholar?q=related:Ml9QmaCWh34J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
3,"J Fischer, MS Gresnigt, O Werz, B Hube…","Candida albicans‐induced leukotriene biosynthesis in neutrophils is restricted to the hyphal morphology",2021,"The FASEB …","Wiley Online Library","https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fj.202100516RR","https://scholar.google.com/scholar?cites=13905452555766175818&as_sdt=2005&sciodt=2007&hl=en",92,"2022-06-30 09:39:10","","10.1096/fj.202100516RR","","",,,,,3,3.00,1,5,1,"Neutrophils are the most abundant leukocytes in circulation playing a key role in acute inflammation during microbial infections. Phagocytosis, one of the crucial defence mechanisms of …","https://faseb.onlinelibrary.wiley.com/doi/pdf/10.1096/fj.202100516RR","https://scholar.google.com/scholar?q=related:Sph922wX-sAJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"M Taubert, WA Overholt, BM Heinze, GA Matanfack…","Bolstering fitness via CO2 fixation and organic carbon uptake: mixotrophs in modern groundwater",2022,"The ISME …","nature.com","https://www.nature.com/articles/s41396-021-01163-x","https://scholar.google.com/scholar?cites=6244507887900150757&as_sdt=2005&sciodt=2007&hl=en",148,"2022-06-30 09:39:10","HTML","","","",,,,,2,2.00,0,5,1,"Current understanding of organic carbon inputs into ecosystems lacking photosynthetic primary production is predicated on data and inferences derived almost entirely from …","https://www.nature.com/articles/s41396-021-01163-x","https://scholar.google.com/scholar?q=related:5ctp19byqFYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
6,"Y Ni, Z Lohinai, Y Heshiki, B Dome, J Moldvay…","Distinct composition and metabolic functions of human gut microbiota are associated with cachexia in lung cancer patients",2021,"The ISME …","nature.com","https://www.nature.com/articles/s41396-021-00998-8","https://scholar.google.com/scholar?cites=12603443698680789904&as_sdt=2005&sciodt=2007&hl=en",171,"2022-06-30 09:39:10","HTML","","","",,,,,6,6.00,1,6,1,"Cachexia is associated with decreased survival in cancer patients and has a prevalence of up to 80%. The etiology of cachexia is poorly understood, and limited treatment options exist. …","https://www.nature.com/articles/s41396-021-00998-8","https://scholar.google.com/scholar?q=related:kPuAnkRt6K4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"M Borry","Sourcepredict: Prediction of metagenomic sample sources using dimension reduction followed by machine learning classification",2019,"The Journal of Open Source Software","pure.mpg.de","https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3170758","https://scholar.google.com/scholar?cites=18371859318417493805&as_sdt=2005&sciodt=2007&hl=en",1,"2022-06-30 09:39:10","","","","",,,,,5,1.67,5,1,3,"SourcePredict is a Python package distributed through Conda, to classify and predict the origin of metagenomic samples, given a reference dataset of known origins, a problem also …","https://pure.mpg.de/rest/items/item_3170758/component/file_3170759/content","https://scholar.google.com/scholar?q=related:LY-5Obb09f4J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
5,"C Götz, G Hinze, A Gellert, H Maus…","Conformational dynamics of the dengue virus protease revealed by fluorescence correlation and single-molecule FRET studies",2021,"The Journal of …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jpcb.1c01797","https://scholar.google.com/scholar?cites=8872853119190592725&as_sdt=2005&sciodt=2007&hl=en",87,"2022-06-30 09:39:10","","10.1021/acs.jpcb.1c01797","","",,,,,5,5.00,1,5,1,"The dengue virus protease (DENV-PR) represents an attractive target for counteracting DENV infections. It is generally assumed that DENV-PR can exist in an open and a closed …","https://pubs.acs.org/doi/full/10.1021/acs.jpcb.1c01797","https://scholar.google.com/scholar?q=related:1WySyea0InsJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
1,"B Löffler, L Tuchscherr","Staphylococcus aureus Toxins: Promoter or Handicap during Infection?",2021,"Toxins","mdpi.com","https://www.mdpi.com/2072-6651/13/4/287/htm","https://scholar.google.com/scholar?cites=13051648086301949459&as_sdt=2005&sciodt=2007&hl=en",18,"2022-06-30 09:39:10","HTML","","","",,,,,1,1.00,1,2,1,"Staphylococcus aureus is an opportunistic and versatile pathogen that can cause several diseases, which range from acute and destructive, to chronic and difficult-to-treat infections [1, 2…","https://www.mdpi.com/2072-6651/13/4/287/htm","https://scholar.google.com/scholar?q=related:Ez5vrcjEILUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
12,"A König, B Hube, L Kasper","The Dual Function of the Fungal Toxin Candidalysin during Candida albicans—Macrophage Interaction and Virulence",2020,"Toxins","mdpi.com","https://www.mdpi.com/777890","https://scholar.google.com/scholar?cites=2503511206849865214&as_sdt=2005&sciodt=2007&hl=en",50,"2022-06-30 09:39:10","","","","",,,,,12,6.00,4,3,2,"The dimorphic fungus Candida albicans is both a harmless commensal organism on mucosal surfaces and an opportunistic pathogen. Under certain predisposing conditions, the …","https://www.mdpi.com/2072-6651/12/8/469/pdf","https://scholar.google.com/scholar?q=related:_uV-ry1CviIJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
4,"I Schlembach, A Grünberger, MA Rosenbaum…","Measurement techniques to resolve and control population dynamics of mixed-culture processes",2021,"Trends in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167779921000123","https://scholar.google.com/scholar?cites=1583562715458822570&as_sdt=2005&sciodt=2007&hl=en",132,"2022-06-30 09:39:10","HTML","","","",,,,,4,4.00,1,4,1,"Microbial mixed cultures are gaining increasing attention as biotechnological production systems, since they offer a large but untapped potential for future bioprocesses. Effects of …","https://www.sciencedirect.com/science/article/pii/S0167779921000123","https://scholar.google.com/scholar?q=related:quF5Tubx-RUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
11,"L Yan, SM Hermans, KU Totsche, R Lehmann…","Groundwater bacterial communities evolve over time in response to recharge",2021,"Water Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0043135421004887","https://scholar.google.com/scholar?cites=2807001933548486222&as_sdt=2005&sciodt=2007&hl=en",68,"2022-06-30 09:39:10","HTML","","","",,,,,11,11.00,2,5,1,"Time series analyses are a crucial tool for uncovering the patterns and processes shaping microbial communities and their functions, especially in aquatic ecosystems. Subsurface …","https://www.sciencedirect.com/science/article/pii/S0043135421004887","https://scholar.google.com/scholar?q=related:Tv797GJ59CYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"E Hauptfeld, J Pelkmans, TT Huisman, A Anocic…","A metagenomic portrait of the microbial community responsible for two decades of bioremediation of poly-contaminated groundwater",2022,"Water Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0043135422007205","",131,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,5,1,"Biodegradation of pollutants is a sustainable and cost-effective solution to groundwater pollution. Here, we investigate microbial populations involved in biodegradation of poly-…","https://www.sciencedirect.com/science/article/pii/S0043135422007205",""
1,"A Vega, EA Santos, J Fuenzalida, MG Basset…","Fundamental resolution limit of quantum imaging with undetected photons",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2203.06106","https://scholar.google.com/scholar?cites=16627746412992502068&as_sdt=2005&sciodt=2007&hl=en",175,"2022-06-30 09:39:10","","","","",,,,,1,1.00,0,5,1,"Quantum imaging with undetected photons relies on the principle of induced coherence without induced emission and uses two sources of photon-pairs with a signal- and an idler …","https://arxiv.org/pdf/2203.06106","https://scholar.google.com/scholar?q=related:NJmx2UOfweYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"A Kostic, C Jeong, A Herbig, A Hübner, C Warinner","CoproID predicts the source of coprolites and paleofeces using microbiome composition and host DNA content",,"core.ac.uk","","https://core.ac.uk/download/pdf/322351057.pdf","",16,"2022-06-30 09:39:10","PDF","","","",,,,,0,0.00,0,5,,"Shotgun metagenomics applied to archaeological feces (paleofeces) can bring new insights into the composition and functions of human and animal gut microbiota from the past. …","https://core.ac.uk/download/pdf/322351057.pdf","https://scholar.google.com/scholar?q=related:cnf0cmEVqlUJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"H Benjamin, C Conlon, J Gostincar, M Poulsen","Genome reduction and relaxed selection is associated with the transition to symbiosis in the basidiomycete genus Podaxis",,"fabinet.up.ac.za","","https://www.fabinet.up.ac.za/publication/pdfs/4160-conlonetal2021genomereduction.pdf","",149,"2022-06-30 09:39:10","PDF","","","",,,,,0,0.00,0,4,,"Insights into the genomic consequences of symbiosis for basidiomycete fungi associated with social insects remain sparse. Capitalizing on viability of spores from centuries-old …","https://www.fabinet.up.ac.za/publication/pdfs/4160-conlonetal2021genomereduction.pdf","https://scholar.google.com/scholar?q=related:WH_SI64ZtZ8J:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
2,"BH Conlon, C Gostinčar, J Fricke, NB Kreuzenbeck…","Genome reduction and relaxed selection is associated with the transition to symbiosis in the basidiomycete genus Podaxis",2021,"iScience","Elsevier","https://www.sciencedirect.com/science/article/pii/S2589004221006489","https://scholar.google.com/scholar?cites=7555639147376380470&as_sdt=2005&sciodt=2007&hl=en",46,"2022-06-30 09:39:10","HTML","","","",,,,,2,2.00,0,5,1,"Insights into the genomic consequences of symbiosis for basidiomycete fungi associated with social insects remain sparse. Capitalizing on viability of spores from centuries-old …","https://www.sciencedirect.com/science/article/pii/S2589004221006489","https://scholar.google.com/scholar?q=related:Nopn5sUF22gJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"F Schwab, M Hölzer, M Marz, K Küsel","Rates of primary production in groundwater rival those in oligotrophic marine systems 1 2 Will A. Overholt1, Susan Trumbore2, 3, Xiaomei Xu3, Till LV …",,"pure.mpg.de","","https://pure.mpg.de/pubman/item/item_3346648_1/component/file_3346649/BGC3722pr.pdf?mode=download","",104,"2022-06-30 09:39:10","PDF","","","",,,,,0,0.00,0,4,,"The terrestrial subsurface contains nearly all of Earth’s freshwater reserves1 and harbors 23 upwards of 60% of our planet’s total prokaryotic biomass2, 3. While genetic surveys suggest …","https://pure.mpg.de/pubman/item/item_3346648_1/component/file_3346649/BGC3722pr.pdf?mode=download","https://scholar.google.com/scholar?q=related:gYLRL7V6arYJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
0,"M Bauer, AT Press, US Schubert","Effective drug navigation in sepsis",,"q-more.chemeurope.com","","https://q-more.chemeurope.com/q-more-articles/343/effective-drug-navigation-in-sepsis.html","",83,"2022-06-30 09:39:10","HTML","","","",,,,,0,0.00,0,3,,"Many drug candidates never reach clinical use due to their side effects. For example, inhibitors of phosphoinositide 3-kinase-γ, a signaling protein that plays an important role in …","https://q-more.chemeurope.com/q-more-articles/343/effective-drug-navigation-in-sepsis.html","https://scholar.google.com/scholar?q=related:zJPQ81rNDNEJ:scholar.google.com/&scioq=390713860&hl=en&as_sdt=2007"
